3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
3.543864050935409E-15 1.6375154733559778E-14 
3.711584268919782E-15 1.2606217183672607E-16 
